,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
412,Jharkhand,2012,31904,16418,15486,51460.63189568706,48539.36810431294,81892,256682.54764292878,272,852.5576730190571,568,1780.3410230692075,1684,5278.335005015046,4430,13885.406218655968,2432,7622.868605817453,3188,9992.477432296891,3132,9816.950852557673,28,87.76328986960883,1278,4005.7673019057174,2522,7904.9648946840525,184,576.7301905717152,0,0.0,568,1780.3410230692075,604,1893.1795386158474,9570,29996.238716148444,6,18.806419257773317,20,62.688064192577734,2112,6619.859578736209,540,1692.577733199599,1572,4927.28184553661,3388,10619.358074222668,1624,5090.270812437312,8930,27990.22066198596,66,206.87061183550654,1624,5090.270812437312,4662,14612.58776328987,988,3096.79037111334,13360,41875.626880641925,29636,92891.17352056169
413,Karnataka,2012,60026,30442,29583,50714.690300869624,49283.64375437311,268042,446543.1646286609,832,1386.0660380501783,5956,9922.366974311133,3846,6407.223536467531,17772,29607.170226235296,11584,19298.304068237096,1752,2918.735214740279,11644,19398.260753673407,168,279.8787192216706,802,1336.0876953320228,7368,12274.680971578982,142,236.56415553260254,0,0.0,422,703.0286875687202,436,726.3519141705261,40700,67803.95162096426,64,106.62046446539833,200,333.18895145436977,2902,4834.571685602906,762,1269.449905041149,2140,3565.1217805617566,3720,6197.314497051278,1242,2069.1033885316365,19064,31759.570852630524,1072,1785.892779795422,1242,2069.1033885316365,15004,24995.83513810682,4414,7353.480158597941,36836,61366.74107886583,116936,194808.91613634094
414,Kerala,2012,34802,16983,17819,48798.91960232171,51201.08039767829,317978,913677.3748635136,1136,3264.180219527613,7470,21464.283661858513,994,2856.157692086662,2524,7252.456755358887,5420,15573.817596689845,96,275.8462157347279,9362,26900.752830297108,136,390.7821389575312,602,1729.7856445031894,10432,29975.2887765071,214,614.9071892419976,0,0.0,144,413.76932360209184,64,183.89747715648525,42340,121659.67473133728,0,0.0,996,2861.904488247802,562,1614.8497212803863,134,385.035342796391,428,1229.8143784839951,748,2149.3017642664213,2038,5855.985288201828,5632,16182.977989770703,578,1660.8240905695075,2038,5855.985288201828,21876,62858.45641055112,1450,4166.42721682662,8156,23435.43474512959,203164,583771.0476409402
415,Lakshadweep,2012,77,38,39,49350.64935064935,50649.35064935064,120,155844.15584415584,6,7792.207792207792,2,2597.4025974025976,0,0.0,2,2597.4025974025976,6,7792.207792207792,0,0.0,0,0.0,0,0.0,0,0.0,2,2597.4025974025976,0,0.0,0,0.0,0,0.0,0,0.0,6,7792.207792207792,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,15584.415584415585,0,0.0,0,0.0,20,25974.02597402597,0,0.0,14,18181.818181818184,64,83116.88311688312
416,Madhya Pradesh,2012,73344,38275,35069,52185.59118673648,47814.40881326352,440670,600826.2434554973,1628,2219.677137870855,13310,18147.360383944153,4664,6359.075043630018,24558,33483.31151832461,20038,27320.571553228623,15442,21054.21029668412,4042,5511.0165794066315,62,84.53315881326353,1152,1570.6806282722512,7976,10874.78184991274,228,310.86387434554973,0,0.0,214,291.7757417102967,1486,2026.0689354275742,71098,96937.71815008725,12,16.36125654450262,1548,2110.6020942408377,2604,3550.392670157068,350,477.2033158813264,2254,3073.189354275742,4746,6470.876963350785,6850,9339.550610820244,21806,29731.130017452007,254,346.3132635253054,6850,9339.550610820244,3902,5320.135253054102,3880,5290.139616055847,46364,63214.44153577661,229170,312459.09685863875
417,Maharashtra,2012,114184,59666,54519,52254.2562880964,47746.6194913473,405400,355040.9864779654,2492,2182.4423737126044,7870,6892.384221957543,4336,3797.3796679044353,35710,31274.083934701885,31296,27408.39347018847,26622,23315.000350311777,18796,16461.15042387725,582,509.7036362362503,3800,3327.96188607861,14830,12987.809150143628,342,299.51656974707487,0,0.0,1586,1388.9861977159671,658,576.2628739578224,56784,49730.25993133889,0,0.0,2588,2266.5172003082744,3166,2772.7177187697052,886,775.9405871225391,2280,1996.777131647166,5424,4750.227702655363,3678,3221.1167939466122,59242,51882.92580396553,644,564.0019617459538,3678,3221.1167939466122,17720,15518.81174245078,13898,12171.582708610664,94952,83157.0097386674,93336,81741.7501576403
418,Manipur,2012,2478,1249,1229,50403.55125100888,49596.448748991126,7474,301614.20500403555,148,5972.5585149313965,98,3954.802259887006,818,33010.49233252623,1472,59402.744148506856,106,4277.643260694108,4,161.42050040355124,272,10976.594027441484,4,161.42050040355124,134,5407.586763518967,86,3470.540758676352,8,322.8410008071025,0,0.0,16,645.682001614205,0,0.0,570,23002.421307506054,0,0.0,2,80.71025020177562,446,17998.385794995964,180,7263.922518159806,266,10734.463276836157,166,6698.950766747377,126,5084.745762711865,334,13478.611783696528,342,13801.452784503632,126,5084.745762711865,144,5811.138014527845,6,242.13075060532688,1806,72881.35593220338,2172,87651.33171912833
419,Meghalaya,2012,2651,1340,1311,50546.96341003395,49453.03658996605,5114,192908.33647680123,122,4602.036967182195,86,3244.058845718597,126,4752.923425122595,304,11467.370803470389,290,10939.26820067899,204,7695.2093549603915,216,8147.868728781592,26,980.761976612599,88,3319.5020746887967,32,1207.0916635231988,16,603.5458317615994,0,0.0,104,3923.047906450396,2,75.44322897019993,314,11844.586948321388,0,0.0,0,0.0,184,6940.777065258392,136,5130.139569973595,48,1810.6374952847982,274,10335.72236891739,328,12372.689551112788,782,29498.30252734817,2,75.44322897019993,328,12372.689551112788,0,0.0,92,3470.388532629196,1086,40965.67333081856,1522,57412.297246322145
420,Mizoram,2012,1016,523,493,51476.3779527559,48523.6220472441,3532,347637.79527559056,24,2362.2047244094488,170,16732.283464566928,42,4133.858267716536,48,4724.4094488188975,694,68307.08661417323,68,6692.913385826772,84,8267.716535433072,12,1181.1023622047244,24,2362.2047244094488,16,1574.8031496062993,14,1377.9527559055118,0,0.0,4,393.7007874015748,0,0.0,206,20275.590551181103,0,0.0,0,0.0,16,1574.8031496062993,10,984.251968503937,6,590.5511811023622,60,5905.511811023622,206,20275.590551181103,1162,114370.07874015748,0,0.0,206,20275.590551181103,2,196.8503937007874,8,787.4015748031496,1210,119094.4881889764,672,66141.73228346457
421,Nagaland,2012,2275,1193,1082,52439.56043956044,47560.43956043956,2180,95824.17582417582,14,615.3846153846154,32,1406.5934065934066,84,3692.307692307693,130,5714.285714285714,130,5714.285714285714,62,2725.2747252747254,78,3428.571428571429,8,351.64835164835165,44,1934.065934065934,0,0.0,12,527.4725274725274,0,0.0,2,87.91208791208791,0,0.0,60,2637.3626373626375,0,0.0,0,0.0,54,2373.6263736263736,34,1494.5054945054944,20,879.1208791208791,150,6593.406593406594,42,1846.1538461538464,632,27780.219780219777,0,0.0,42,1846.1538461538464,6,263.7362637362637,108,4747.252747252747,762,33494.505494505494,532,23384.615384615383
422,Odisha,2012,41105,20774,20330,50538.863885172126,49458.703320763896,135914,330650.7724121153,938,2281.96083201557,8374,20372.21749178932,3758,9142.440092446175,6420,15618.537890767548,6860,16688.967278919838,7210,17540.44520131371,3214,7819.000121639703,38,92.44617443133438,634,1542.3914365648948,5276,12835.421481571586,108,262.7417589101083,0,0.0,804,1955.966427441917,1050,2554.4337671816083,16446,40009.73117625593,0,0.0,608,1479.1387909013501,3084,7502.7368933219805,356,866.0746867777642,2728,6636.662206544216,3096,7531.93042208977,2916,7094.027490572923,12840,31237.075781535095,198,481.69322466853185,2916,7094.027490572923,4410,10728.621822162753,3226,7848.193650407494,19260,46855.613672302636,44406,108030.65320520617
423,Puducherry,2012,1451,770,681,53066.85044796692,46933.14955203308,8562,590075.8097863543,42,2894.5554789800135,18,1240.5237767057201,54,3721.5713301171604,924,63680.22053756031,154,10613.370089593383,526,36250.86147484494,180,12405.237767057202,12,827.0158511371468,18,1240.5237767057201,12,827.0158511371468,24,1654.0317022742936,0,0.0,10,689.1798759476223,0,0.0,1636,112749.82770503101,0,0.0,4,275.67195037904895,38,2618.883528600965,6,413.5079255685734,32,2205.3756030323916,58,3997.243280496209,26,1791.8676774638182,392,27015.851137146798,30,2067.539627842867,26,1791.8676774638182,252,17367.33287388008,32,2205.3756030323916,1316,90696.0716747071,4120,283942.1088904204
424,Punjab,2012,27981,15061,12920,53825.8103713234,46174.189628676606,71580,255816.44687466495,148,528.9303455916515,680,2430.2205067724526,2090,7469.354204638862,4022,14374.039526821773,5656,20213.71645044852,6810,24337.94360458883,6902,24666.738143740396,98,350.2376612701476,578,2065.687430756585,2586,9241.985633108181,208,743.3615667774561,2,7.147707372860155,96,343.08995389728744,236,843.4294699974982,8372,29920.30306279261,0,0.0,62,221.5789285586648,1838,6568.743075658483,460,1643.9726957578355,1378,4924.770379900647,1710,6111.289803795433,1358,4853.293306172046,6522,23308.673742896965,368,1315.1781566062687,1360,4860.441013544905,2,7.147707372860155,426,1522.461670419213,10544,37682.71326971874,20810,74371.89521460992
425,Rajasthan,2012,68892,35954,32938,52188.933403007606,47811.066596992394,341896,496278.2325959473,950,1378.9699820008127,4704,6828.078731928236,3076,4464.959646983684,28214,40953.95691807467,9220,13383.266562155257,16568,24049.236486094178,39292,57034.19845555362,98,142.2516402485049,1364,1979.9105846832722,26624,38645.99663241015,196,284.5032804970098,0,0.0,62,89.99593566742146,956,1387.67926609766,35228,51135.11002728909,0,0.0,36,52.25570458108344,6486,9414.736108691865,1092,1585.0897056261977,5394,7829.646403065668,2922,4241.421355164605,4098,5948.441038146664,18414,26728.792893224178,148,214.8290077222319,4098,5948.441038146664,1146,1663.4732624978228,1614,2342.7974220519072,46628,67682.74981129885,140480,203913.37165418334
426,Sikkim,2012,619,329,291,53150.242326332795,47011.30856219709,1056,170597.73828756058,40,6462.035541195477,38,6138.933764135702,14,2261.7124394184166,34,5492.730210016155,130,21001.615508885297,64,10339.256865912763,62,10016.15508885299,2,323.10177705977384,6,969.3053311793215,8,1292.4071082390954,0,0.0,0,0.0,0,0.0,2,323.10177705977384,182,29402.26171243942,0,0.0,0,0.0,20,3231.0177705977385,0,0.0,20,3231.0177705977385,14,2261.7124394184166,68,10985.46042003231,200,32310.177705977385,0,0.0,68,10985.46042003231,44,7108.239095315025,12,1938.610662358643,234,37802.907915993535,116,18739.90306946688
427,Tamil Nadu,2012,67862,34054,33808,50181.25018419734,49818.74981580266,400948,590828.4459638678,1452,2139.6363207686186,2988,4403.053255135422,5908,8705.903156405646,7830,11538.121481830774,8914,13135.480828740678,30998,45677.99357519672,8302,12233.650643953906,754,1111.0783649170376,524,772.1552562553418,3930,5791.164421915063,88,129.67492853143142,0,0.0,194,285.8742742624738,220,324.1873213285786,44200,65132.18001237806,0,0.0,764,1125.8141522501546,3890,5732.221272582594,504,742.6836815891073,3386,4989.537590993487,3898,5744.009902449087,1474,2172.0550529014763,16162,23815.979487784032,38,55.9959918658454,1474,2172.0550529014763,6272,9242.285815331114,3796,5593.704871651292,23992,35354.1009696148,248352,365966.2255754325
428,Tripura,2012,3658,1872,1786,51175.50574084199,48824.49425915801,12528,342482.23072717333,118,3225.806451612903,628,17167.85128485511,158,4319.300164024057,280,7654.455986878075,478,13067.249863313285,20,546.7468562055768,210,5740.841990158557,18,492.07217058501914,94,2569.710224166211,1716,46910.88026243849,4,109.34937124111536,0,0.0,14,382.7227993439038,74,2022.9633679606343,3008,82230.72717331875,0,0.0,14,382.7227993439038,278,7599.781301257517,50,1366.867140513942,228,6232.914160743576,248,6779.661016949152,458,12520.503007107709,850,23236.741388737013,0,0.0,458,12520.503007107709,256,6998.359759431383,120,3280.481137233461,1130,30891.19737561509,3484,95243.30235101149
429,Uttar Pradesh,2012,204250,107632,96618,52696.205630354954,47303.79436964504,396186,193971.11383108937,654,320.1958384332925,6494,3179.4369645042843,9622,4710.893512851897,45546,22299.143206854344,12374,6058.261933904529,28812,14106.242350061199,21426,10490.085679314567,410,200.73439412484703,7276,3562.301101591187,15322,7501.591187270503,2820,1380.6609547123624,0,0.0,644,315.2998776009792,4488,2197.3072215422276,24580,12034.271725826193,0,0.0,16,7.833537331701347,17756,8693.26805385557,1936,947.858017135863,15820,7745.410036719706,9932,4862.668298653611,3926,1922.1542227662178,29206,14299.143206854345,136,66.58506731946144,3926,1922.1542227662178,11352,5557.894736842105,6318,3093.268053855569,74752,36598.286413708694,137076,67111.87270501837
430,Uttarakhand,2012,10084,5145,4939,51021.420071400236,48978.579928599764,17764,176160.2538675129,34,337.16779055930186,278,2756.8425228084093,322,3193.177310591035,1898,18821.89607298691,782,7754.859182863944,1340,13288.377627925427,1058,10491.868306227687,44,436.33478778262594,274,2717.1757239190797,736,7298.690995636652,88,872.6695755652519,0,0.0,58,575.1685838952797,142,1408.171360571202,2044,20269.73423244744,0,0.0,146,1447.8381594605314,594,5890.5196350654505,82,813.1693772312574,512,5077.350257834193,434,4303.847679492264,296,2935.343117810393,1928,19119.39706465688,6,59.50019833399445,296,2935.343117810393,738,7318.524395081317,288,2856.0095200317332,3826,37941.29313764379,4236,42007.14002380008
431,West Bengal,2012,90320,46445,43874,51422.71922054916,48576.173604960146,322854,357455.71302037203,792,876.8821966341895,6690,7406.997342781223,5708,6319.751992914083,10316,11421.612046058459,928,1027.4579273693535,8770,9709.92028343667,10600,11736.049601417184,704,779.4508414526128,2782,3080.1594331266606,39730,43988.04251550044,1044,1155.8901682905225,0,0.0,558,617.8033658104517,1186,1313.1089459698849,31846,35259.07883082374,24,26.57218777679362,1112,1231.1780336581046,10234,11330.82373782108,1898,2101.4171833480955,8336,9229.406554472986,4504,4986.713906111603,4092,4530.558015943312,35666,39488.48538529672,1750,1937.555358724535,4092,4530.558015943312,13222,14639.061116031888,1632,1806.9087688219663,45982,50910.097431355185,128964,142785.65101860053
432,A&N Islands,2013,520,271,250,52115.38461538462,48076.92307692308,1224,235384.6153846154,4,769.2307692307693,90,17307.69230769231,8,1538.4615384615386,4,769.2307692307693,84,16153.846153846154,12,2307.6923076923076,50,9615.384615384615,0,0.0,10,1923.076923076923,18,3461.538461538462,2,384.61538461538464,0,0.0,2,384.61538461538464,2,384.61538461538464,110,21153.846153846152,0,0.0,16,3076.923076923077,28,5384.615384615385,4,769.2307692307693,24,4615.384615384615,12,2307.6923076923076,54,10384.615384615385,70,13461.538461538461,0,0.0,54,10384.615384615385,0,0.0,2,384.61538461538464,74,14230.76923076923,646,124230.76923076923
433,Andhra Pradesh,2013,86229,43329,42901,50248.75621890548,49752.40348374676,436030,505665.14745619224,1864,2161.685743775296,13860,16073.478760045926,4498,5216.342529775366,18080,20967.42395249858,19640,22776.560089992927,27282,31639.007758410742,26030,30187.060037806306,480,556.6572730751835,3110,3606.6752484662934,30168,34985.909612775285,340,394.29890176158835,0,0.0,250,289.9256630599914,984,1141.1474098041263,120976,140296.1880573821,0,0.0,9404,10905.843741664637,4238,4914.819840192974,1048,1215.368379547484,3190,3699.4514606454904,4968,5761.402776328149,3270,3792.227672824688,43984,51008.36145612265,10,11.597026522399656,3270,3792.227672824688,3888,4508.923911908987,1418,1644.4583608762712,62064,71975.78540862123,97288,112825.15163112179
434,Arunachal Pradesh,2013,1270,668,601,52598.425196850396,47322.834645669296,5552,437165.3543307087,46,3622.047244094488,186,14645.669291338583,72,5669.291338582677,306,24094.48818897638,392,30866.141732283464,258,20314.96062992126,144,11338.582677165354,0,0.0,50,3937.007874015748,58,4566.929133858268,6,472.4409448818898,0,0.0,48,3779.527559055118,0,0.0,996,78425.1968503937,0,0.0,6,472.4409448818898,284,22362.20472440945,112,8818.897637795275,172,13543.307086614173,138,10866.141732283464,150,11811.023622047243,722,56850.393700787405,0,0.0,150,11811.023622047243,72,5669.291338582677,150,11811.023622047243,1028,80944.88188976377,1468,115590.55118110235
435,Assam,2013,31319,16068,15251,51304.32006130464,48695.679938695364,174372,556761.0715540088,1586,5064.018646827804,4818,15383.632938471854,1158,3697.4360611769216,7458,23813.020849963283,8582,27401.896612280085,6128,19566.397394552827,5116,16335.132028481114,168,536.4155943676362,2944,9400.04470129953,17272,55148.631820939365,108,344.8385963791947,0,0.0,492,1570.9313835052203,340,1085.6029886011686,16342,52179.18835211852,4,12.771799865896101,28,89.40259906127271,9602,30658.70557808359,1158,3697.4360611769216,8444,26961.269516906672,2708,8646.50850921166,3874,12369.488170120374,13572,43334.71694498548,18,57.473099396532454,3874,12369.488170120374,4858,15511.350937130816,1846,5894.18563811105,21030,67147.73779494876,65350,208659.28030907756
436,Bihar,2013,100289,51906,48382,51756.423934828344,48242.57894684362,334910,333944.89924119296,1320,1316.1961930022237,662,660.0923331571757,7778,7755.586355432799,14330,14288.705640698381,8370,8345.880405627735,8464,8439.609528462743,8964,8938.168692478735,564,562.3747370100409,3368,3358.294528811734,9066,9039.874761938,518,516.5072939205695,0,0.0,1158,1154.6630238610417,2364,2357.1877274676185,71350,71144.39270508231,14,13.959656592447825,104,103.7003061153267,11140,11107.89817427634,2302,2295.3663911296353,8838,8812.531783146705,6882,6862.168333516139,2256,2249.4989480401637,28516,28433.82624216016,106,105.69454277139067,2256,2249.4989480401637,23862,23793.237543499286,3042,3033.2339538733063,42846,42722.53188285854,120712,120364.14761339729
437,Chandigarh,2013,1580,921,659,58291.13924050633,41708.86075949367,8154,516075.9493670886,16,1012.6582278481013,286,18101.265822784808,100,6329.113924050634,1748,110632.91139240505,516,32658.22784810127,12,759.493670886076,568,35949.36708860759,2,126.58227848101266,50,3164.556962025317,184,11645.569620253164,6,379.746835443038,0,0.0,22,1392.4050632911392,2,126.58227848101266,118,7468.354430379746,0,0.0,52,3291.1392405063293,522,33037.9746835443,174,11012.658227848102,348,22025.316455696204,44,2784.8101265822784,90,5696.202531645569,1290,81645.56962025317,2,126.58227848101266,90,5696.202531645569,108,6835.443037974684,124,7848.101265822785,3038,192278.48101265825,2292,145063.2911392405
438,Chhattisgarh,2013,24909,12503,12406,50194.70873981292,49805.29126018708,113740,456622.1044602353,656,2633.586253964431,4522,18154.080854309686,1294,5194.90947047252,4814,19326.347906379222,7054,28319.081456501666,6408,25725.64133445743,1950,7828.49572443695,80,321.1690553615159,274,1100.0040146131919,2362,9482.516359548757,48,192.70143321690955,0,0.0,94,377.3736400497812,218,875.1856758601309,21092,84676.22144606368,2,8.029226384037898,360,1445.2607491268216,4470,17945.3209683247,708,2842.346139949416,3762,15102.974828375287,1890,7587.618932915814,2760,11080.3324099723,5564,22337.30780039343,10,40.14613192018949,2760,11080.3324099723,1572,6310.9719378537875,702,2818.258460797302,10378,41663.65570677265,45544,182841.543217311
439,D&N Haveli,2013,387,208,178,53746.770025839796,45994.83204134367,628,162273.90180878554,36,9302.32558139535,2,516.795865633075,4,1033.59173126615,52,13436.692506459949,42,10852.713178294574,32,8268.7338501292,20,5167.958656330749,2,516.795865633075,2,516.795865633075,2,516.795865633075,2,516.795865633075,0,0.0,2,516.795865633075,0,0.0,30,7751.937984496124,0,0.0,2,516.795865633075,26,6718.3462532299745,4,1033.59173126615,22,5684.754521963824,6,1550.3875968992247,10,2583.9793281653747,64,16537.4677002584,0,0.0,10,2583.9793281653747,14,3617.571059431524,0,0.0,116,29974.16020671835,278,71834.62532299741
