,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
30,Sikkim,2001,541,288,252,53234.75046210721,46580.40665434381,888,164140.4805914972,2,369.68576709796673,0,0.0,22,4066.543438077634,12,2218.1146025878,152,28096.118299445472,14,2587.8003696857672,26,4805.914972273567,0,0.0,2,369.68576709796673,0,0.0,14,2587.8003696857672,0,0.0,0,0.0,0,0.0,70,12939.001848428836,0,0.0,28,5175.6007393715345,12,2218.1146025878,8,1478.743068391867,4,739.3715341959335,38,7024.029574861368,16,2957.486136783734,136,25138.63216266174,0,0.0,16,2957.486136783734,6,1109.0573012939,6,1109.0573012939,148,27356.74676524954,332,61367.83733826248
31,Tamil Nadu,2001,62406,31401,31005,50317.277184886065,49682.722815113935,309602,496109.34846008394,1960,3140.723648367144,3546,5682.145947505048,4408,7063.42338877672,8956,14351.184181008237,11930,19116.751594397974,17100,27401.211421978656,4278,6855.1100855686955,208,333.3012851328398,720,1153.7352177675225,1630,2611.9283402236965,38,60.891580937730346,0,0.0,316,506.3615677979682,382,612.1206294266577,56858,91109.82918309138,28,44.867480690959205,2024,3243.2778899464797,1904,3050.9886869852257,690,1105.662917027209,1214,1945.325769958017,3324,5326.410922026728,846,1355.6388808768388,24462,39198.15402365157,12,19.228920296125374,846,1355.6388808768388,10392,16652.24497644457,1344,2153.6390731660417,33418,53549.33820465981,152936,245066.17953401917
32,Tripura,2001,3199,1642,1557,51328.54016880275,48671.45983119725,5602,175117.22413254142,62,1938.1056580181307,116,3626.1331666145666,50,1562.988433885589,12,375.1172241325414,396,12378.868396373868,62,1938.1056580181307,34,1062.8321350422007,12,375.1172241325414,8,250.07814942169426,454,14191.934979681151,0,0.0,0,0.0,52,1625.507971241013,32,1000.312597686777,824,25758.049390434513,0,0.0,0,0.0,186,5814.316974054392,116,3626.1331666145666,70,2188.1838074398247,480,15004.688965301657,204,6376.992810253204,506,15817.442950922165,0,0.0,204,6376.992810253204,276,8627.696155048454,126,3938.7308533916853,518,16192.560175054705,1710,53454.20443888715
33,Uttar Pradesh,2001,166198,87565,78633,52687.156283469114,47312.843716530886,356258,214357.57349667264,1624,977.1477394433147,5740,3453.7118376875774,15928,9583.749503604135,12378,7447.743053466348,16822,10121.662113864186,14258,8578.923934102697,10726,6453.7479392050445,294,176.8974355888759,6860,4127.606830407104,14730,8862.922538177356,2372,1427.2133238667132,0,0.0,1810,1089.062443591379,4422,2660.6818373265623,35632,21439.487839805533,0,0.0,5150,3098.713582594255,8660,5210.652354420631,2902,1746.110061492918,5758,3464.542292927713,15202,9146.921142252013,3916,2356.2257066872044,41644,25056.859890010706,76,45.728588791682206,3916,2356.2257066872044,14686,8836.448092034801,7650,4602.943477057485,54022,32504.602943477057,115678,69602.52229268705
34,Uttarakhand,2001,8489,4326,4163,50960.065967722934,49039.934032277066,16146,190199.0811638591,60,706.7970314524679,206,2426.6698079868065,558,6573.212392507951,748,8811.402992107434,1066,12557.427258805512,882,10389.916362351278,636,7492.048533396161,8,94.23960419366239,342,4028.7430792790674,602,7091.530215573094,76,895.2762398397927,0,0.0,64,753.9168335492991,112,1319.3544587112735,1660,19554.717870184944,0,0.0,168,1979.0316880669102,366,4311.4618918600545,114,1342.914359759689,252,2968.547532100365,632,7444.928731299328,148,1743.4326775827542,2090,24620.0965955943,6,70.67970314524679,148,1743.4326775827542,880,10366.356461302863,382,4499.941100247379,2838,33431.49958770173,4454,52467.89963482154
35,West Bengal,2001,80176,41466,38710,51718.71881859909,48281.28118140092,123126,153569.64677709038,204,254.44023149072044,1908,2379.7645180602676,898,1120.0359209738576,5124,6390.939932149271,852,1062.6621432847735,4562,5689.982039513071,2432,3033.3266813011373,204,254.44023149072044,972,1212.3328676910796,7718,9626.322091398923,1162,1449.311514667731,0,0.0,548,683.4963081221313,530,661.0456994611853,7316,9124.925164637796,6,7.483536220315306,96,119.7365795250449,1750,2182.698064258631,360,449.0121732189184,1390,1733.6858910397125,3188,3976.2522450608662,1418,1768.6090600678508,23366,29143.38455398124,842,1050.1895829175814,1418,1768.6090600678508,6190,7720.514867291959,1320,1646.3779684693675,28490,35534.324486130514,50520,63011.37497505488
36,A&N Islands,2002,366,201,165,54918.032786885255,45081.96721311475,1216,332240.43715847,4,1092.896174863388,34,9289.617486338799,6,1639.344262295082,4,1092.896174863388,98,26775.956284153006,0,0.0,22,6010.928961748634,0,0.0,8,2185.792349726776,8,2185.792349726776,2,546.448087431694,0,0.0,2,546.448087431694,0,0.0,194,53005.46448087432,0,0.0,6,1639.344262295082,4,1092.896174863388,2,546.448087431694,2,546.448087431694,34,9289.617486338799,4,1092.896174863388,94,25683.060109289618,0,0.0,4,1092.896174863388,22,6010.928961748634,14,3825.136612021858,98,26775.956284153006,656,179234.97267759562
37,Andhra Pradesh,2002,77154,38976,38179,50517.14752313554,49484.14858594499,287220,372268.4501127615,1982,2568.8881976307125,7598,9847.836793944578,3288,4261.606656816238,7088,9186.821162869068,15256,19773.44013272157,17382,22528.96803795007,13466,17453.40487855458,310,401.79381496746765,2100,2721.8290691344587,14036,18192.1870544625,330,427.71599657827204,0,0.0,394,510.66697773284596,898,1163.905954325116,79678,103271.37931928351,0,0.0,4048,5246.649558026804,2604,3375.0680457267285,896,1161.3137361640356,1708,2213.754309562693,5050,6545.350856728102,2004,2597.4025974025976,31356,40640.796329419085,6,7.77665448324131,2004,2597.4025974025976,4280,5547.346864712134,1296,1679.7573683801227,38444,49827.61749228815,72770,94317.85779091169
38,Arunachal Pradesh,2002,1112,587,525,52787.76978417267,47212.23021582734,4456,400719.4244604317,40,3597.122302158273,136,12230.21582733813,76,6834.53237410072,102,9172.661870503596,498,44784.1726618705,0,0.0,58,5215.827338129497,10,899.2805755395683,46,4136.690647482014,26,2338.1294964028775,12,1079.136690647482,0,0.0,44,3956.8345323741005,0,0.0,802,72122.30215827338,0,0.0,4,359.71223021582733,114,10251.79856115108,38,3417.26618705036,76,6834.53237410072,122,10971.223021582733,76,6834.53237410072,688,61870.503597122304,0,0.0,76,6834.53237410072,42,3776.978417266187,192,17266.187050359713,790,71043.1654676259,1368,123021.58273381295
39,Assam,2002,27071,13981,13090,51645.672490857374,48354.327509142626,72692,268523.5122455765,876,3235.9351335377337,1968,7269.772080824499,958,3538.842303572088,992,3664.437959439991,5008,18499.501311366406,3914,14458.276384322708,1438,5311.9574452366005,114,421.11484614532156,1116,4122.49270436999,3388,12515.23770824868,110,406.33888663145063,0,0.0,946,3494.514425030475,140,517.1585829854827,9528,35196.33556204056,0,0.0,14,51.715858298548255,3190,11783.827712312068,638,2356.7655424624136,2552,9427.062169849654,2506,9257.138635440138,1940,7166.3403642274025,10118,37375.78959033652,36,132.9836356248384,1940,7166.3403642274025,6028,22267.370987403494,1214,4484.503712459828,11110,41040.227549776515,17150,63351.92641572162
40,Bihar,2002,84612,44065,40548,52078.9013378717,47922.280527584735,188080,222285.2550465655,1200,1418.2385477237272,1242,1467.8768968940576,7052,8334.51519878977,2262,2673.3796624592255,6376,7535.574150238737,4994,5902.236089443578,3622,4280.716683212783,144,170.18862572684725,2430,2871.9330591405474,3154,3727.60364960053,792,936.03744149766,0,0.0,2578,3046.8491466931405,1854,2191.1785562331584,17540,20729.920105895144,76,89.82177468916939,12,14.182385477237272,4722,5580.768685292866,3234,3822.1528861154443,1488,1758.6157991774216,7424,8774.169148584126,2080,2458.2801493877937,18028,21306.670448636127,282,333.28605871507585,2080,2458.2801493877937,17350,20505.36566917222,4576,5408.216328653146,20290,23980.050111095352,78290,92528.24658440883
41,Chandigarh,2002,922,523,400,56724.511930585686,43383.94793926247,7612,825596.5292841649,10,1084.5986984815618,72,7809.110629067245,70,7592.190889370932,1234,133839.47939262472,672,72885.03253796096,14,1518.4381778741865,362,39262.47288503254,10,1084.5986984815618,70,7592.190889370932,112,12147.505422993492,14,1518.4381778741865,0,0.0,2,216.91973969631238,2,216.91973969631238,214,23210.412147505423,0,0.0,56,6073.752711496746,108,11713.665943600869,14,1518.4381778741865,94,10195.22776572668,62,6724.511930585683,36,3904.5553145336225,2060,223427.33188720173,2,216.91973969631238,36,3904.5553145336225,156,16919.739696312365,52,5639.913232104122,3294,357266.81127982645,2222,240997.830802603
42,Chhattisgarh,2002,21197,10653,10544,50257.11185545124,49742.88814454876,75900,358069.5381421899,470,2217.2949002217297,2966,13992.546115016277,906,4274.189743831675,1778,8387.979431051563,7462,35203.09477756286,1926,9086.191442185216,786,3708.0718969665522,36,169.8353540595367,192,905.7885549841958,1306,6161.249233382082,48,226.44713874604895,0,0.0,288,1358.6828324762937,170,802.0002830589235,8968,42307.873755720146,0,0.0,294,1386.98872481955,356,1679.482945699863,48,226.44713874604895,308,1453.0358069538142,1688,7963.391045902722,1984,9359.815068170024,6826,32202.670189177712,12,56.61178468651224,1984,9359.815068170024,1634,7708.638014813417,652,3075.906967967165,8604,40590.64962022928,35152,165834.78794168986
43,D&N Haveli,2002,222,128,94,57657.657657657655,42342.342342342345,698,314414.4144144144,4,1801.8018018018017,6,2702.702702702703,4,1801.8018018018017,76,34234.23423423423,76,34234.23423423423,0,0.0,20,9009.009009009009,0,0.0,24,10810.810810810812,6,2702.702702702703,0,0.0,0,0.0,6,2702.702702702703,0,0.0,58,26126.126126126124,0,0.0,0,0.0,18,8108.108108108108,8,3603.6036036036035,10,4504.504504504504,22,9909.90990990991,8,3603.6036036036035,74,33333.33333333333,0,0.0,8,3603.6036036036035,10,4504.504504504504,2,900.9009009009009,150,67567.56756756756,284,127927.92792792793
44,Daman & Diu,2002,171,100,71,58479.53216374269,41520.46783625731,522,305263.15789473685,4,2339.1812865497077,0,0.0,6,3508.771929824561,70,40935.67251461988,112,65497.07602339181,0,0.0,20,11695.906432748538,0,0.0,10,5847.953216374269,6,3508.771929824561,0,0.0,0,0.0,4,2339.1812865497077,0,0.0,36,21052.631578947367,0,0.0,0,0.0,6,3508.771929824561,2,1169.5906432748538,4,2339.1812865497077,16,9356.72514619883,0,0.0,42,24561.403508771928,0,0.0,0,0.0,32,18713.45029239766,2,1169.5906432748538,112,65497.07602339181,156,91228.0701754386
45,Delhi UT,2002,14273,7846,6428,54970.924122469,45036.08211308064,98274,688530.7924052406,114,798.7108526588664,892,6249.562110278148,880,6165.487283682478,14868,104168.7101520353,4720,33069.43179429692,832,5829.187977299797,4196,29398.164366285993,92,644.5736705668045,888,6221.5371680795915,270,1891.6835984025784,136,952.8480347509283,0,0.0,94,658.5861416660829,270,1891.6835984025784,3702,25937.084004764238,0,0.0,256,1793.5963007076298,2646,18538.499264345268,860,6025.3625726896935,1786,12513.136691655574,1062,7440.6221537168085,806,5647.025853009178,18382,128788.62187346737,134,938.83556365165,806,5647.025853009178,278,1947.7334827996917,1004,7034.260491837735,33250,232957.3320255027,41752,292524.34666853497
46,Goa,2002,1354,695,658,51329.394387001485,48596.75036927622,4880,360413.5893648449,50,3692.7621861152143,36,2658.788774002954,40,2954.2097488921713,292,21565.73116691285,752,55539.14327917282,404,29837.51846381093,156,11521.418020679468,6,443.1314623338257,54,3988.1831610044314,16,1181.6838995568687,8,590.8419497784344,0,0.0,10,738.5524372230428,4,295.4209748892172,472,34859.67503692762,0,0.0,12,886.2629246676514,18,1329.394387001477,8,590.8419497784344,10,738.5524372230428,60,4431.314623338257,24,1772.5258493353028,700,51698.670605613,0,0.0,24,1772.5258493353028,158,11669.128508124077,48,3545.0516986706057,992,73264.40177252585,1560,115214.18020679468
47,Gujarat,2002,51556,26872,24684,52121.96446582357,47878.03553417643,213350,413821.86360462406,3830,7428.81526883389,1500,2909.4576770889903,1518,2944.3711692140587,12390,24032.120412755063,10654,20664.908061137405,6516,12638.684149274575,2914,5652.106447358213,92,178.44673752812474,2770,5372.798510357669,6642,12883.078594150049,26,50.43059973620917,0,0.0,1608,3118.938629839398,124,240.51516797268988,27062,52490.495771588176,0,0.0,208,403.44479788967334,2030,3937.4660563271004,416,806.8895957793467,1614,3130.5764605477534,3064,5943.052215067111,534,1035.7669330436806,19094,37035.45659089146,24,46.551322833423846,534,1035.7669330436806,7330,14217.5498487082,2196,4259.446039258282,31484,61067.577003646526,101224,196337.96260377066
48,Haryana,2002,21579,11605,9975,53779.1371240558,46225.4970109829,80304,372139.58014736546,398,1844.3857454006209,908,4207.794615135085,974,4513.647527688957,5910,27387.738078687613,6096,28249.687195884886,1910,8851.197923907503,1866,8647.295982204922,64,296.5846424764818,1158,5366.3283748088415,3130,14504.842671115437,178,824.8760368877148,2,9.268270077390056,122,565.3644747207934,512,2372.6771398118544,9028,41836.97112933871,0,0.0,2848,13198.016590203437,854,3957.5513230455535,274,1269.7530006024376,580,2687.798322443116,1520,7043.885258816442,720,3336.5772278604195,6014,27869.688122711894,324,1501.459752537189,722,3345.84549793781,1400,6487.789054173039,660,3058.5291255387183,11924,55257.4262013995,33708,156207.423884332
49,Himachal Pradesh,2002,6157,3130,3027,50836.44632126035,49163.55367873965,24486,397693.68198798114,290,4710.086080883547,652,10589.572843917493,172,2793.568296248173,284,4612.636024037681,1420,23063.180120188405,964,15656.97579990255,274,4450.219262627903,0,0.0,150,2436.2514211466623,468,7601.104433977586,12,194.90011369173297,0,0.0,0,0.0,12,194.90011369173297,2952,47945.42796816632,0,0.0,24,389.80022738346594,276,4482.702614909858,44,714.633750203021,232,3768.0688647068373,246,3995.452330680526,274,4450.219262627903,844,13707.97466298522,2,32.4833522819555,274,4450.219262627903,1292,20984.24557414325,36,584.7003410751989,1128,18320.6106870229,13842,224817.281143414
50,India,2002,1045547,540936,504611,51737.1289860714,48262.87101392859,3560660,340554.7526796978,23640,2261.0174387186803,67886,6492.86928277734,60760,5811.312164828554,133336,12752.750474153721,192922,18451.776916771796,128088,12250.812254255428,92542,8851.06073662877,3044,291.13947053551874,28054,2683.1887997383187,98474,9418.41925805344,7248,693.225651261971,6,0.5738622940910356,12202,1167.0446187498026,13644,1304.962856763015,530050,50695.95149715891,152,14.537844783639569,20310,1942.5238654981556,43700,4179.630375296376,14688,1404.8148959348553,29012,2774.815479361521,70580,6750.533452824216,32740,3131.3752514234175,361588,34583.6198659649,3682,352.1601611405322,32746,3131.9491137175087,137890,13188.311955368818,37528,3589.3173621080637,494924,47336.370340118614,1460594,139696.63726260033
51,Jammu & Kashmir,2002,10301,5439,4862,52800.6989612659,47199.301038734106,39934,387671.09989321424,772,7494.4180176681875,1570,15241.238714687894,2480,24075.33249199107,1328,12891.95223764683,2642,25647.99534025823,760,7377.924473352102,764,7416.755654790796,40,388.3118143869527,182,1766.818755460635,108,1048.4418988447724,62,601.8833122997767,0,0.0,84,815.4548102126007,36,349.48063294825744,732,7106.106203281234,0,0.0,736,7144.93738471993,1348,13086.108144840306,156,1514.4160761091155,1192,11571.692068731192,2096,20347.539073876324,384,3727.7934181147466,2712,26327.541015435396,0,0.0,384,3727.7934181147466,1992,19337.928356470245,326,3164.7412872536647,4040,39219.493253082226,18780,182312.3968546743
52,Jharkhand,2002,27443,14139,13304,51521.3351309988,48478.6648690012,62878,229122.1805196225,334,1217.0681047990379,822,2995.2993477389496,2286,8329.993076558685,1120,4081.186459206355,2838,10341.434974310388,832,3031.7385125532924,882,3213.9343366250046,12,43.72699777721095,666,2426.8483766352074,1176,4285.245782166672,230,838.1007907298765,0,0.0,1160,4226.943118463724,550,2004.154064788835,4588,16718.288816820317,72,262.36198666326567,6,21.863498888605474,936,3410.705826622454,580,2113.471559231862,356,1297.2342673905914,2976,10844.295448748315,1594,5808.402871406188,7628,27795.794920380424,110,400.830812957767,1594,5808.402871406188,4562,16623.546988303027,1560,5684.509711037423,8748,31876.981379586778,25938,94515.90569544146
53,Karnataka,2002,53554,27243,26312,50870.14975538709,49131.717518766105,227398,424614.4078873661,874,1631.997609889084,3296,6154.535608918101,3152,5885.648130858573,8752,16342.383388729135,12960,24199.87302535758,304,567.6513425701161,5528,10322.291518840797,350,653.54595361691,970,1811.2559285954364,3652,6819.285207454158,110,205.40015685102884,0,0.0,356,664.7495985360571,466,870.149755387086,45648,85237.3305448706,0,0.0,200,373.4548306382343,1290,2408.7836576166114,690,1288.4191657019082,600,1120.364491914703,3254,6076.110094484073,584,1090.4881054636442,18884,35261.60510886208,132,246.48018822123464,584,1090.4881054636442,13676,25536.841319042465,1944,3629.9809538036375,27636,51603.988497591214,101016,188624.56585875936
54,Kerala,2002,32132,15615,16517,48596.4147889954,51403.58521100461,208400,648574.6296526827,904,2813.394746669986,4246,13214.241254823852,1124,3498.07045935516,3956,12311.714179011578,9248,28781.277231420394,64,199.1783891447778,5848,18199.92530810407,270,840.2838292045312,714,2222.0839038964273,5672,17652.18473795593,420,1307.1081787626042,0,0.0,274,852.7324785260798,34,105.81351923316319,38066,118467.57126851736,0,0.0,204,634.8811153989792,324,1008.3405950454375,142,441.9270509149757,182,566.4135441304619,908,2825.8433959915346,998,3105.938005726379,7530,23434.58234781526,8,24.897298643097226,998,3105.938005726379,16180,50354.78650566414,1220,3796.8380430723264,11486,35746.29652682684,110188,342922.9428606996
55,Lakshadweep,2002,64,32,32,50000.0,50000.0,106,165625.0,4,6250.0,2,3125.0,0,0.0,0,0.0,18,28125.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,15625.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3125.0,24,37500.0,0,0.0,2,3125.0,36,56250.0,0,0.0,24,37500.0,10,15625.0
56,Madhya Pradesh,2002,61581,32091,29490,52111.85268183368,47888.14731816632,383598,622916.1592049496,2106,3419.8860037998734,14236,23117.520014290123,5728,9301.570289537358,9690,15735.372923466653,26688,43338.04257806791,7358,11948.490605868694,2480,4027.216186810867,108,175.37876942563452,1014,1646.6117796073463,6234,10123.252301846349,388,630.0644679365389,0,0.0,272,441.69467855344993,1348,2188.9868628310683,59910,97286.50070638671,0,0.0,1566,2542.9921566717007,1928,3130.835809746513,650,1055.5203715431708,1278,2075.3154382033417,4790,7778.373199525828,5782,9389.259674250176,31828,51684.772900732365,284,461.18120848963156,5782,9389.259674250176,6356,10321.365356197528,3658,5940.1438755460285,41518,67420.14582419902,189846,308286.64685536124
57,Maharashtra,2002,98445,51231,47214,52040.22550662807,47959.77449337193,330924,336151.15038854186,2538,2578.089288435167,5372,5456.854080958911,2870,2915.3334349128954,18244,18532.175326324344,28942,29399.156889633803,18814,19111.17883081924,8290,8420.945705724009,352,357.5600589161461,2936,2982.375945959673,10706,10875.10792828483,186,188.93798567728172,2,2.0315912438417394,1096,1113.312001625273,606,615.5721468840469,58500,59424.04388237087,0,0.0,1538,1562.2936665142972,1906,1936.106455381177,606,615.5721468840469,1300,1320.5343084971305,5536,5623.444562953934,2702,2744.6797704301894,56968,57867.84498958809,542,550.5612270811113,2704,2746.711361674031,12720,12920.920310833462,4272,4339.478896845954,75212,76400.02031591244,85286,86633.14541114327
58,Manipur,2002,2195,1109,1086,50523.917995444186,49476.082004555814,5168,235444.19134396355,96,4373.576309794988,116,5284.738041002278,320,14578.587699316628,230,10478.359908883827,88,4009.111617312073,50,2277.904328018223,144,6560.364464692483,24,1093.394077448747,56,2551.25284738041,20,911.1617312072892,6,273.3485193621868,0,0.0,6,273.3485193621868,0,0.0,756,34441.91343963554,0,0.0,0,0.0,314,14305.239179954444,150,6833.7129840546695,164,7471.526195899772,330,15034.168564920272,28,1275.626423690205,280,12756.26423690205,16,728.9293849658314,28,1275.626423690205,128,5831.435079726652,12,546.6970387243736,510,23234.624145785878,2148,97858.76993166287
59,Meghalaya,2002,2349,1191,1158,50702.42656449553,49297.57343550447,3328,141677.30949340144,46,1958.2801191996593,46,1958.2801191996593,116,4938.271604938272,102,4342.27330779055,308,13111.962537249894,24,1021.7113665389528,66,2809.70625798212,16,681.1409110259685,18,766.2835249042146,0,0.0,6,255.4278416347382,0,0.0,128,5449.127288207748,0,0.0,178,7577.6926351638995,0,0.0,0,0.0,104,4427.415921668795,84,3575.9897828863345,20,851.4261387824606,334,14218.816517667094,76,3235.4193273733504,682,29033.631332481906,4,170.28522775649213,76,3235.4193273733504,18,766.2835249042146,218,9280.544912728821,784,33375.904640272456,838,35674.755214985096
60,Mizoram,2002,900,465,435,51666.66666666667,48333.333333333336,5640,626666.6666666666,54,6000.0,146,16222.22222222222,52,5777.777777777777,60,6666.666666666667,892,99111.11111111111,26,2888.8888888888887,170,18888.888888888887,32,3555.5555555555557,52,5777.777777777777,6,666.6666666666667,10,1111.111111111111,0,0.0,10,1111.111111111111,0,0.0,224,24888.888888888887,0,0.0,0,0.0,14,1555.5555555555554,10,1111.111111111111,4,444.44444444444446,58,6444.444444444444,152,16888.88888888889,1938,215333.33333333334,0,0.0,152,16888.88888888889,2,222.22222222222223,14,1555.5555555555554,1998,222000.00000000003,1728,192000.0
61,Nagaland,2002,2016,1060,956,52579.36507936508,47420.63492063492,2228,110515.87301587302,12,595.2380952380952,2,99.2063492063492,68,3373.015873015873,162,8035.714285714286,256,12698.412698412698,48,2380.9523809523807,42,2083.333333333333,6,297.6190476190476,20,992.063492063492,0,0.0,10,496.031746031746,0,0.0,42,2083.333333333333,0,0.0,106,5257.936507936508,0,0.0,0,0.0,54,2678.5714285714284,46,2281.746031746032,8,396.8253968253968,200,9920.63492063492,34,1686.5079365079364,352,17460.31746031746,0,0.0,34,1686.5079365079364,10,496.031746031746,220,10912.698412698413,514,25496.031746031746,584,28968.253968253972
62,Odisha,2002,37244,18879,18365,50690.04403393835,49309.95596606165,95456,256299.00118139837,810,2174.846955214263,3210,8618.837933626892,2744,7367.62968531844,2056,5520.352271506819,5768,15487.058318118354,5344,14348.619911932123,1586,4258.404038234346,24,64.4399097841263,492,1321.0181505745893,2334,6266.781226506282,116,311.45956395661045,0,0.0,492,1321.0181505745893,496,1331.7581355386103,9894,26565.35280850607,0,0.0,376,1009.5585866179787,1046,2808.5060680915044,182,488.66931586295783,864,2319.836752228547,2150,5772.741918161314,1382,3710.6648050692725,8480,22768.76812372463,60,161.09977446031576,1382,3710.6648050692725,3196,8581.24798625282,1890,5074.6428954999465,10536,28289.12039523145,41510,111454.19396412846
63,Puducherry,2002,974,484,489,49691.99178644764,50205.3388090349,8874,911088.295687885,44,4517.453798767968,118,12114.989733059549,86,8829.568788501027,516,52977.41273100616,258,26488.70636550308,380,39014.37371663244,62,6365.503080082135,6,616.0164271047228,22,2258.726899383984,18,1848.0492813141684,4,410.6776180698152,0,0.0,4,410.6776180698152,10,1026.694045174538,2186,224435.318275154,0,0.0,52,5338.809034907597,20,2053.388090349076,8,821.3552361396304,12,1232.0328542094455,58,5954.825462012321,12,1232.0328542094455,536,55030.80082135524,0,0.0,12,1232.0328542094455,386,39630.39014373717,12,1232.0328542094455,1052,108008.21355236138,4084,419301.8480492813
